geo,name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
tjk,Tajikistan,18.60815,18.7205,18.86341,19.07615,19.31815,19.57018,19.71628,19.71179,19.685,19.47654,19.1814,18.79964,18.36903,17.88531,17.40672,16.93476,16.44585,17.65845,18.80444,18.26773,17.67375,17.07809,16.43781,15.82275,15.15927,14.51971,13.84483,13.17666,12.50285,12.44019,11.77481,11.42218,10.94943
tkm,Turkmenistan,6.76604,6.52718,6.47885,6.43173,6.3691,6.28015,6.35643,6.27361,6.26175,6.18178,5.88545,5.65414,5.43965,5.181,4.92817,4.66593,4.3067,3.8034,3.55126,3.3388,3.08211,2.89947,2.77671,2.66815,2.59985,2.5061,2.44244,2.37154,2.31465,2.33278,2.18272,2.10582,2.06143
tls,Timor-Leste,46.28521,46.25664,46.20742,46.10862,45.9803,45.82955,45.66075,45.41644,45.05914,44.67668,44.03484,43.81059,43.50433,43.23504,42.89404,42.74464,42.39007,41.93643,41.20437,40.43973,39.84394,39.15131,38.48363,37.59711,36.88213,36.09574,35.19203,34.46487,33.9201,33.81404,32.70419,32.09665,31.09699
ton,Tonga,8.97478,9.00736,9.01578,8.95789,8.93116,8.88521,8.8195,8.75865,8.67959,8.57312,8.42741,8.25119,8.07581,7.89634,7.70071,7.45393,7.27859,7.04327,6.84498,6.64576,6.40344,6.15223,5.88475,5.61339,5.35665,5.07955,4.80731,4.53228,4.26763,4.25659,3.9916,3.85024,3.68775
tto,Trinidad and Tobago,3.47169,3.63196,3.80467,3.77311,3.28803,2.3027,2.27381,1.92137,1.81662,1.44373,1.07913,1.01925,0.96237,0.89841,0.87899,0.83005,0.7795,0.77676,0.72236,0.66627,0.72749,0.50367,0.46212,0.40103,0.30984,0.4343,0.42501,0.42322,0.41072,0.41556,0.50349,0.44743,0.45658
tun,Tunisia,1.73416,1.68498,1.64941,1.57096,1.81221,2.07049,2.35852,2.67609,3.0186,3.39749,3.82908,4.36121,4.96867,5.61118,6.33723,6.92071,5.48367,4.4588,4.59219,5.8412,4.29211,4.34116,3.77689,4.14894,2.61157,2.23987,2.79233,2.66466,2.52475,2.65599,2.50733,2.41735,2.32002
tur,Turkey,24.56363,24.34124,24.08376,23.70721,23.44242,23.12627,22.79411,22.56129,22.44682,21.5919,22.60142,20.86191,19.56803,17.15202,15.04912,13.13471,12.67824,12.67127,13.49133,13.63339,13.68576,13.15803,12.60138,12.1487,11.65972,11.22687,11.11642,10.4691,10.29584,9.21357,9.33583,8.50456,7.76917
tza,Tanzania,46.4358,46.2832,46.13446,45.88263,45.69779,45.39608,44.94254,44.51396,44.0307,43.45768,42.88328,42.34361,41.81833,41.20109,40.50966,39.83081,38.97305,38.52891,37.83928,36.90678,37.45326,36.79285,36.18567,35.49859,34.60043,33.74114,32.94543,32.12238,31.30704,30.96208,29.90239,29.29379,28.94619
uga,Uganda,27.75272,27.54567,27.22611,26.9946,26.61788,26.18365,25.76806,25.28712,24.76666,24.20878,23.59767,22.95831,22.36218,21.75476,21.19828,20.53739,19.9096,19.32618,18.50654,17.6764,16.77184,16.38805,13.49902,10.35155,8.22524,6.3983,4.95247,5.45148,5.9653,6.67353,7.06257,6.77903,6.69141
ukr,Ukraine,4.35212,4.36624,4.37774,4.42135,4.46921,4.51284,4.53954,4.55042,4.54843,4.50685,4.42107,4.32197,4.20489,4.05948,3.9287,3.78582,3.6297,3.47628,3.37305,3.26788,3.14791,3.01369,2.87888,2.75908,2.65819,2.54407,2.41749,2.28349,2.14982,2.1031,1.95758,,
ury,Uruguay,1.81859,1.82489,1.71312,1.67949,1.63785,1.5851,1.53802,1.49428,1.45516,1.44397,1.3712,1.49937,1.35234,1.55581,1.31354,2.02198,1.77343,1.57474,1.71815,1.28303,1.28717,1.23115,1.1339,0.95095,0.87182,0.84198,0.77427,0.78141,0.78347,0.89539,0.85323,0.73078,1.09909
usa,USA,0.29222,0.29116,0.26942,0.14622,0.12427,0.1448,0.13248,0.10727,0.10079,0.10291,0.09845,0.0884,0.09175,0.08348,0.0864,0.07273,0.08975,0.08359,0.06491,0.08388,0.07619,0.0774,0.07,0.05891,0.06709,0.05836,0.05036,0.06205,0.05066,0.05625,0.07029,0.05745,0.0532
uzb,Uzbekistan,6.54739,6.58833,6.58691,6.61971,6.63093,6.62645,6.61136,6.53717,6.46445,6.37974,6.25378,6.1214,5.98332,5.82716,5.65895,5.47023,5.25959,5.03706,4.81569,4.59266,4.39271,4.19047,3.98599,3.78877,3.58546,3.38576,3.19623,3.01156,2.82338,2.81779,2.63807,2.54512,2.42444
vct,St. Vincent and the Grenadines,2.29247,2.26847,2.26453,2.26191,2.20033,2.16757,2.14515,2.08204,2.02964,1.95523,1.92122,1.81518,1.74931,1.64912,1.57148,1.50684,1.43266,1.36897,1.35528,1.34972,1.31766,1.28287,1.24962,1.22401,1.21397,1.17344,1.13013,1.07975,1.05142,1.09519,1.03176,1.00228,0.98021
ven,Venezuela,1.58062,1.53172,1.48345,1.52362,1.22743,1.33882,0.80874,1.39527,2.11482,1.71448,2.34354,2.60765,2.71854,1.95721,2.39434,1.74726,1.15986,1.29938,1.13914,0.94458,1.08031,1.13186,1.01721,0.93579,0.83972,0.77947,0.83708,0.90112,1.02082,1.13877,1.06465,1.02612,1.04183
vnm,Vietnam,46.60048,46.58945,46.18456,45.80188,45.42855,45.98057,39.64339,37.85309,38.61407,37.52977,37.75029,38.22246,36.15892,32.71451,29.35808,25.94889,22.52241,19.61309,16.88702,19.4173,18.47588,17.46628,17.1695,21.42136,17.17408,16.05434,15.59348,14.93446,13.91772,13.93021,13.27517,12.89844,12.3904
vut,Vanuatu,3.96758,3.97512,3.98834,3.98297,3.98242,3.97331,3.955,3.92229,3.88968,3.844,3.7982,3.74385,3.70027,3.75993,3.87899,3.43137,4.79949,6.61596,8.99252,4.10857,3.70735,3.34239,3.00801,2.69859,2.40758,2.14335,1.90014,1.67248,1.46536,1.45294,1.34824,1.29259,1.23467
wsm,Samoa,19.30624,19.33838,19.34622,19.38128,19.32954,19.26046,19.17558,19.05668,18.91559,18.75974,18.51204,18.21799,17.87465,17.53061,17.1211,16.66388,16.29853,15.83587,15.34991,14.83223,14.29746,13.81237,13.34243,12.85625,12.35815,11.79316,11.21763,10.65077,10.08488,10.0428,9.42054,9.09207,8.76021
yem,Yemen,17.61962,17.43582,17.22675,17.01759,16.84499,16.68793,16.41373,15.92369,15.68423,15.42658,14.928,14.5125,14.1443,13.81957,13.51053,13.15193,12.81606,12.58709,12.22651,12.01395,11.90093,11.73527,11.59275,11.43503,11.30141,11.51767,11.65383,11.71213,11.67362,11.64601,11.02803,10.71248,10.58055
zaf,South Africa,2.35371,2.34208,2.3333,2.30291,2.26623,2.22336,2.18298,2.13031,2.04241,1.91853,1.99045,1.55746,1.28707,1.20784,1.06782,1.1106,0.90951,0.85658,0.85757,0.85413,0.75775,0.65977,0.63589,0.55544,0.56308,0.48743,0.53632,0.52279,0.55544,0.69057,0.75791,0.65776,0.59157
zmb,Zambia,10.72718,10.76748,10.77919,10.7288,10.71747,10.73073,10.68699,10.624,10.54127,10.55863,10.45706,10.35608,10.20451,10.04971,9.8521,9.65426,9.41402,9.12626,8.67352,8.24263,8.04154,7.71427,7.15483,6.74973,6.20447,5.75167,5.44914,6.42969,2.89327,2.63156,3.49305,3.17247,2.95594
zwe,Zimbabwe,1.28696,1.27367,1.25636,1.23581,1.21341,1.18663,1.15565,1.12567,1.10149,1.07872,1.06087,1.03938,1.02477,1.02482,1.03994,1.07347,1.03532,1.0125,0.99614,0.97574,0.90061,1.05637,1.24333,1.46913,1.6341,1.83002,2.09711,2.34436,2.64163,1.61302,0.9569,0.43005,0.44726
